"Business Category","Sub Category","Company Name","Address","Contact Number 1","Contact Number 2","Area","City","Pincode","Year Establish","Source Link"
"","Book Shops						","Sri Sharadha Book Depot & Xerox","House No 1-6-212/20, Parsigutta X Road, Parsigutta, Hyderabad - 500048, Opposite Pramod Hotel","+(91)-40-33120891","","'dtpg');
											openDiv('hui')","","500048","1984","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sri-Sharadha-Book-Depot---Xerox-\&lt\;near\&gt\;-Opposite-Pramod-Hotel-Parsigutta/040PXX40-XX40-101103143420-B3T7_BZDET?xid=SHlkZXJhYmFkIEJvb2sgU2hvcHM="
"Novels						","Book Shops						,","Central Book Point","Door No 12-2-718/3/A, Moghal My Choice Residency, Nanal Nagar, Mehdipatnam, Hyderabad - 500028, Oppo...","+(91)-9704081086","","Mehdipatnam","Hyderabad","500028","1995","Monday -Sunday ","http://www.justdial.com/Hyderabad/Central-Book-Point-\&lt\;near\&gt\;-Opposite-Spencers--Mehdipatnam/040PXX40-XX40-121103140555-I1K9_BZDET?xid=SHlkZXJhYmFkIEJvb2sgU2hvcHM="
"Book Shops						","Telugu Literature Books						,","Sri Krishna Sai Pustaka Nilayam","House No 11-86/1, P&T Colony, Dilsukhnagar, Hyderabad - 500060, Beside Dargha , Near to More Super M...","+(91)-40-39511614","","Dilsukhnagar","Hyderabad","500060","2015","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sri-Krishna-Sai-Pustaka-Nilayam-\&lt\;near\&gt\;-Beside-Dargha---Near-to-More-Super-Market-Dilsukhnagar/040PXX40-XX40-131024125022-V7F9_BZDET?xid=SHlkZXJhYmFkIEJvb2sgU2hvcHM="
"Book Publishers						","Book Shops						,","Dachepalli Hanumantha Rao & Son","7-1-669/1, Secunderabad, Hyderabad - 500003, Market Street","+(91)-40-33065037","","Secunderabad","Hyderabad","500003","1972","Monday -Sunday ","http://www.justdial.com/Hyderabad/Dachepalli-Hanumantha-Rao---Son-\&lt\;near\&gt\;-Market-Street--Secunderabad/040PXX40-XX40-000720305917-W6V1_BZDET?xid=SHlkZXJhYmFkIEJvb2sgU2hvcHM="
"Photocopying Centres						","Book Shops						,","Vasavi Binding Works","House No 12-10-115, Main Road, Beside Aryasamaj, Sitaphalmandi, Hyderabad - 500061, Near Flyover","+(91)-40-33085087","","Sitaphalmandi","Hyderabad","500061","1956","Monday -Sunday ","http://www.justdial.com/Hyderabad/Vasavi-Binding-Works-\&lt\;near\&gt\;-Near-Flyover-Sitaphalmandi/040PXX40-XX40-001203144442-I7T5_BZDET?xid=SHlkZXJhYmFkIEJvb2sgU2hvcHM="
"Engineering Books						","Book Shops						,","Vidya Book Point & Stationery","Shop Number 3-5-20/A, Hyderguda Main Road, Attapur, Hyderabad - 500048, Near More Super Market","+(91)-40-33067375","","'dtpg');
											openDiv('hui')","","500048","2010","Monday -Sunday ","http://www.justdial.com/Hyderabad/Vidya-Book-Point---Stationery-\&lt\;near\&gt\;-Near-More-Super-Market-Attapur/040PXX40-XX40-130131161747-U2Q8_BZDET?xid=SHlkZXJhYmFkIEJvb2sgU2hvcHM="
"Religious Books						","Book Shops						,","M R Book Center","Shop No 7-1-22/8/b, Green Lands Begumpet, Begumpet, Hyderabad - 500016, Opposite Life Style","+(91)-40-33705817","","Begumpet","Hyderabad","500016","1982","Monday -Sunday ","http://www.justdial.com/Hyderabad/M-R-Book-Center-\&lt\;near\&gt\;-Opposite-Life-Style-Begumpet/040P8121279_BZDET?xid=SHlkZXJhYmFkIEJvb2sgU2hvcHM="
"Medical Books						","Book Shops						,","Himalaya Book World","Panjagutta","+(91)-40-23355598","23355968","Panjagutta","Hyderabad","500082","2005","Monday -Sunday ","http://www.justdial.com/Hyderabad/Himalaya-Book-World-\&lt\;near\&gt\;-Panjagutta-Circle-Panjagutta/040P8402625_BZDET?xid=SHlkZXJhYmFkIEJvb2sgU2hvcHM="
"Medical Books						","Book Shops						,","Universal Book Showroom","Shop No 4-5-150, Womens College Road, Koti, Hyderabad - 500095, Hashmath Gunj, Beside Gokul Chat, Ne...","+(91)-40-44999999","","Koti","Hyderabad","500095","1983","Monday -Sunday ","http://www.justdial.com/Hyderabad/Universal-Book-Showroom-\&lt\;near\&gt\;-Hashmath-Gunj--Beside-Gokul-Chat--Near-New-Andhra-Bank-Koti/040PS000066_BZDET?xid=SHlkZXJhYmFkIEJvb2sgU2hvcHM="
"Medical Books						","Book Shops						,","Universal Book Showroom","Shop No 8-3-214-7/1, Plot No 127, Grond Floor, Gajalaxmi Estate, Main Road, Sanjeeva Reddy Nagar, Hy...","+(91)-40-44999999","","Sanjeeva Reddy Nagar","Hyderabad","500038","1979","Monday -Sunday ","http://www.justdial.com/Hyderabad/Universal-Book-Showroom-\&lt\;near\&gt\;-Beside-HDFC-Bank-Sanjeeva-Reddy-Nagar/040P8402481_BZDET?xid=SHlkZXJhYmFkIEJvb2sgU2hvcHM="
"CBSE Schools						","Schools						,","TIME School","Survey No 220 221, Aparajitha Educational Society, Medchal, Rangareddy - 501401, Near Ayodhya X road","","","'dtpg');
											openDiv('hui')","","501401","2010","Monday -Sunday ","http://www.justdial.com/Hyderabad/TIME-School-\&lt\;near\&gt\;-Near-Ayodhya-X-road-Medchal/040PXX40-XX40-140110122741-W3X7_BZDET?xid=SHlkZXJhYmFkIENCU0UgU2Nob29scw=="
"Schools						","Playgroups						,","Sree Vidyanikethan International School","Sanskruthi Township, Pocharam, Jodimetla, Rangareddy - 500088, Near Ghatkesar Mandal","+(91)-40-33706754","","Jodimetla","Hyderabad","500088","2007","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sree-Vidyanikethan-International-School-\&lt\;near\&gt\;-Near-Ghatkesar-Mandal-Jodimetla/040P1233483708B5H1T4_BZDET?xid=SHlkZXJhYmFkIENCU0UgU2Nob29scw=="
"International Schools						","CBSE Schools						,","Rockwell International School","Plot No 727, Road No 36, Jubilee Hills, Hyderabad - 500033","+(91)-40-33068286","","Jubilee Hills","Hyderabad","500033","2009","","http://www.justdial.com/Hyderabad/Rockwell-International-School-\&lt\;near\&gt\;-Jubilee-Hills/040PXX40-XX40-100215140112-G3U3_BZDET?xid=SHlkZXJhYmFkIENCU0UgU2Nob29scw=="
"Schools						","CBSE Schools						,","KotwalS School","House No 10-2-255, West Marredpally, Hyderabad - 500026, Opposite Commounity Hall","+(91)-40-33063260","","West Marredpally","Hyderabad","500026","1952","Monday -Sunday ","http://www.justdial.com/Hyderabad/KotwalS-School-\&lt\;near\&gt\;-Opposite-Commounity-Hall-West-Marredpally/040PG002550_BZDET?xid=SHlkZXJhYmFkIENCU0UgU2Nob29scw=="
"CBSE Schools						","Schools						,","Tejasvi Vidyaranya","Plot No 2, Phase 3, Chowdariguda, Jodimetla, Rangareddy - 500088, near Pocharam","+(91)-40-33927540","","Jodimetla","Hyderabad","500088","2007","Monday -Sunday ","http://www.justdial.com/Hyderabad/Tejasvi-Vidyaranya-\&lt\;near\&gt\;-near-Pocharam-Jodimetla/040PXX40-XX40-120406110711-R7G1_BZDET?xid=SHlkZXJhYmFkIENCU0UgU2Nob29scw=="
"CBSE Schools						","Schools						,","Sreya Talent School","House No 5&6, Hyderguda, Attapur, Hyderabad - 500048, Attapur Mehdipatnam","+(91)-40-33035185","","'dtpg');
											openDiv('hui')","","500048","2011","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sreya-Talent-School-\&lt\;near\&gt\;-Attapur-Mehdipatnam-Attapur/040PXX40-XX40-150320112433-V5L6_BZDET?xid=SHlkZXJhYmFkIENCU0UgU2Nob29scw=="
"CBSE Schools						","Schools						,","Green Gables International School","Plot No 298, Sri Swami Ayyappa Society, Madhapur, Hyderabad - 500081, Lane Opposite To Indian Oil Pe...","+(91)-40-33922932","","'dtpg');
											openDiv('hui')","","500081","2000","Monday -Sunday ","http://www.justdial.com/Hyderabad/Green-Gables-International-School-\&lt\;near\&gt\;-Lane-Opposite-To-Indian-Oil-Petrol-Pump-Madhapur/040PYE00028_BZDET?xid=SHlkZXJhYmFkIENCU0UgU2Nob29scw=="
"International Schools						","CBSE Schools						,","Global Discovery School","2-3-1/a, Gandhamguda, Suncity-Langar House, Hyderabad - 500008","+(91)-40-33084809","","'dtpg');
											openDiv('hui')","","500008","2006","Monday -Sunday ","http://www.justdial.com/Hyderabad/Global-Discovery-School-\&lt\;near\&gt\;-Suncity-Langar-House/040PXX40-XX40-140511104625-Y7P6_BZDET?xid=SHlkZXJhYmFkIENCU0UgU2Nob29scw=="
"CBSE Schools						","Schools						,","Radcliffe School","6-30,31 & 32, Bala Nagar, Hyderabad - 500037, Opposite IDPL R&D Centre","+(91)-40-39511486","","Bala Nagar","Hyderabad","500037","2010","Monday -Sunday ","http://www.justdial.com/Hyderabad/Radcliffe-School-\&lt\;near\&gt\;-Opposite-IDPL-R-D-Centre-Bala-Nagar/040PXX40-XX40-131022102323-C6E6_BZDET?xid=SHlkZXJhYmFkIENCU0UgU2Nob29scw=="
"CBSE Schools						","Schools						,","Blue Blocks Pre School","MIG-4, KPHB, Gachibowli, Hyderabad - 500032, Opposite Dlf Building","+(91)-40-33081410","","Gachibowli","Hyderabad","500032","2009","Monday -Sunday ","http://www.justdial.com/Hyderabad/Blue-Blocks-Pre-School-\&lt\;near\&gt\;-Opposite-Dlf-Building-Gachibowli/040PXX40-XX40-101029212104-W1C8_BZDET?xid=SHlkZXJhYmFkIENCU0UgU2Nob29scw=="
"Hindi Movies						","Cinema Halls						,","Imax Prasad Cinemas","Necklace Road, Hyderabad - 500004, Near Ntr Gardens","+(91)-40-23448888","39895050","Necklace Road","Hyderabad","500004","2002","Monday -Sunday ","http://www.justdial.com/Hyderabad/Imax-Prasad-Cinemas-\&lt\;near\&gt\;-Near-Ntr-Gardens-Necklace-Road/040PGE01051_BZDET?xid=SHlkZXJhYmFkIENpbmVtYSBIYWxscw=="
"Hindi Movies						","Cinema Halls						,","Asian Cine Square","Warangal Road, Uppal, Hyderabad - 500039, Besides Bharat Petrol Pump, Warangal Road, Shantinagar, Su...","+(91)-40-39895050","27654321","Uppal","Hyderabad","500039","2014","","http://www.justdial.com/Hyderabad/Asian-Cine-Square-\&lt\;near\&gt\;-Besides-Bharat-Petrol-Pump--Warangal-Road--Shantinagar--Survey-No-99-Uppal/040PXX40-XX40-140228122906-M8Q8_BZDET?xid=SHlkZXJhYmFkIENpbmVtYSBIYWxscw=="
"English Movies						","Hindi Movies						,","PVR Cinemas","5th Floor, Hyderabad Central Mall, Panjagutta, Hyderabad - 500082, Panjagutta X Roads","+(91)-40-33061170","","Panjagutta","Hyderabad","500082","","","http://www.justdial.com/Hyderabad/PVR-Cinemas-\&lt\;near\&gt\;-Panjagutta-X-Roads-Panjagutta/040P3016014_BZDET?xid=SHlkZXJhYmFkIENpbmVtYSBIYWxscw=="
"Hindi Movies						","Cinema Halls						,","Inox Cinema","4th Floor, Gvk One Mall, Road No 1, Banjara Hills, Hyderabad - 500034","+(91)-40-67494949","","Banjara Hills","Hyderabad","500034","2007","Monday -Sunday ","http://www.justdial.com/Hyderabad/Inox-Cinema-\&lt\;near\&gt\;-Banjara-Hills/040PXX40-XX40-000303959952-Q5U3_BZDET?xid=SHlkZXJhYmFkIENpbmVtYSBIYWxscw=="
"Cinema Halls						","Multiplex Cinema Halls						,","Cine Planet Multiplex","Satyam Enclave, Survey No 105, Medchal Road, Kompally, Rangareddy - 500014, Runway 9","+(91)-40-39895050","","Kompally","Hyderabad","500014","2010","","http://www.justdial.com/Hyderabad/Cine-Planet-Multiplex-\&lt\;near\&gt\;-Runway-9-Kompally/040P8199914_BZDET?xid=SHlkZXJhYmFkIENpbmVtYSBIYWxscw=="
"Cinema Halls						","Multiplex Cinema Halls						,","Inox Cinema","Maheshwari Parmeshwari Mall, Kachiguda, Hyderabad - 500027","+(91)-8080211111","","Kachiguda","Hyderabad","500027","2012","","http://www.justdial.com/Hyderabad/Inox-Cinema-\&lt\;near\&gt\;-Kachiguda/040PXX40-XX40-121015105554-H5X8_BZDET?xid=SHlkZXJhYmFkIENpbmVtYSBIYWxscw=="
"Multiplex Cinema Halls						","Cinema Halls						,","Asian M Cube","M Cube Mall, Attapur, Hyderabad - 500048, Opposite Pillar No 118","+(91)-40-27654321","39895050","Attapur","Hyderabad","500048","","Monday -Sunday ","http://www.justdial.com/Hyderabad/Asian-M-Cube-\&lt\;near\&gt\;-Opposite-Pillar-No-118-Attapur/040PXX40-XX40-140820142629-F3C7_BZDET?xid=SHlkZXJhYmFkIENpbmVtYSBIYWxscw=="
"Hindi Movies						","Cinema Halls						,","Asian Shiva Ganga Cineplex","Gaddi Annaram, Hyderabad - 500060, Near City Bus Stop, Kalyan Nagar","+(91)-40-39895050","","Gaddi Annaram","Hyderabad","500060","2013","","http://www.justdial.com/Hyderabad/Asian-Shiva-Ganga-Cineplex-\&lt\;near\&gt\;-Near-City-Bus-Stop--Kalyan-Nagar-Gaddi-Annaram/040PXX40-XX40-000995413498-I3R3_BZDET?xid=SHlkZXJhYmFkIENpbmVtYSBIYWxscw=="
"English Movies						","Hindi Movies						,","PVR Cinemas","R K Complex, Road No 2, Banjara Hills, Hyderabad - 500034, Opposite L V Prasad Eye Institute","+(91)-40-33060607","","Banjara Hills","Hyderabad","500034","","","http://www.justdial.com/Hyderabad/PVR-Cinemas-\&lt\;near\&gt\;-Opposite-L-V-Prasad-Eye-Institute-Banjara-Hills/040P1231922704M8J8A9_BZDET?xid=SHlkZXJhYmFkIENpbmVtYSBIYWxscw=="
"English Movies						","Hindi Movies						,","PVR Cinemas","Plot No 16, Kukatpally, Hyderabad - 500072, Opposite Malaysian Township, Survey No 1009, Kphb Phase VI","+(91)-40-33706969","","Kukatpally","Hyderabad","500072","2014","Monday -Sunday ","http://www.justdial.com/Hyderabad/PVR-Cinemas-\&lt\;near\&gt\;-Opposite-Malaysian-Township--Survey-No-1009--Kphb-Phase-VI-Kukatpally/040PXX40-XX40-140904140856-N7B1_BZDET?xid=SHlkZXJhYmFkIENpbmVtYSBIYWxscw=="
"Cooking Ga						","Cooking Gas Agencies-Bharat Gas						,","KRK Power Bharat Gas Agency","Plot No 7&8p, Road No 1, Chiluka Nagar Road, Nacharam, Hyderabad - 500076, Beside NS Weigh Bridge","+(91)-40-33920906","","Nacharam","Hyderabad","500076","2014","Monday -Sunday ","http://www.justdial.com/Hyderabad/KRK-Power-Bharat-Gas-Agency-\&lt\;near\&gt\;-Beside-NS-Weigh-Bridge-Nacharam/040PXX40-XX40-141018130546-S9R3_BZDET?xid=SHlkZXJhYmFkIEhQIENvb2tpbmcgR2FzIEFnZW5jaWVz"
"Cooking Gas Agencies						","Cooking Gas Agencies-HP						,","HP Gas Online Booking","Secunderabad, Hyderabad - 500003","+(91)-9666023456","","'dtpg');
											openDiv('hui')","","500003","","Monday -Sunday ","http://www.justdial.com/Hyderabad/HP-Gas-Online-Booking-\&lt\;near\&gt\;-Secunderabad/040PXX40-XX40-120526181302-P1M3_BZDET?xid=SHlkZXJhYmFkIEhQIENvb2tpbmcgR2FzIEFnZW5jaWVz"
"Cooking Gas Agencies						","Cooking Gas Agencies-HP						,","Ratna Gas Agencies","Flat No 401, Kotisree Towers, HMT Hills-Kukatpally, Hyderabad - 500072, Opposite Jntu College","+(91)-40-20040942","20040943","HMT Hills-Kukatpally","Hyderabad","500072","2008","Monday -Sunday ","http://www.justdial.com/Hyderabad/Ratna-Gas-Agencies-\&lt\;near\&gt\;-Opposite-Jntu-College-HMT-Hills-Kukatpally/040P9100289_BZDET?xid=SHlkZXJhYmFkIEhQIENvb2tpbmcgR2FzIEFnZW5jaWVz"
"Cooking Gas Agencies						","Cooking Gas Agencies-HP						,","Praveena Gas Agencies","Door No 5-77, Main Road, Qutubullapur, Rangareddy - 501505, Ganganagar Colony, Chintal","+(91)-40-23083333","23082222","'dtpg');
											openDiv('hui')","","501505","1994","Monday -Sunday ","http://www.justdial.com/Hyderabad/Praveena-Gas-Agencies-\&lt\;near\&gt\;-Ganganagar-Colony--Chintal-Qutubullapur/040P13173_BZDET?xid=SHlkZXJhYmFkIEhQIENvb2tpbmcgR2FzIEFnZW5jaWVz"
"Cooking Gas Agencies						","Cooking Gas Agencies-HP						,","B S Enterprises","1237/A, Road No 66, Jubilee Hills, Hyderabad - 500033, Beside Chandra Babu Naidu Residence","+(91)-40-23608167","23541724","Jubilee Hills","Hyderabad","500033","1984","Monday -Sunday ","http://www.justdial.com/Hyderabad/B-S-Enterprises-\&lt\;near\&gt\;-Beside-Chandra-Babu-Naidu-Residence-Jubilee-Hills/040PXX40-XX40-001165279015-O1S4_BZDET?xid=SHlkZXJhYmFkIEhQIENvb2tpbmcgR2FzIEFnZW5jaWVz"
"Cooking Gas Agencies						","Cooking Gas Agencies-HP						,","Sandeepthi HP Gas Service","Sri Nagar Colony","+(91)-40-23743276","","Sri Nagar Colony","Hyderabad","500073","2004","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sandeepthi-HP-Gas-Service-\&lt\;near\&gt\;-Beside-Bank-Of-Baroda-Sri-Nagar-Colony/040PXX40-XX40-000142345909-I2H6_BZDET?xid=SHlkZXJhYmFkIEhQIENvb2tpbmcgR2FzIEFnZW5jaWVz"
"Cooking Gas Agencies						","Cooking Gas Agencies-HP						,","Sri Manasa Gas Agency","Plot No 58, Pipe line Road, Kukatpally, Hyderabad - 500072, Beside Huda Park","+(91)-40-23064699","23062166","Kukatpally","Hyderabad","500072","","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sri-Manasa-Gas-Agency-\&lt\;near\&gt\;-Beside-Huda-Park-Kukatpally/040PXX40-XX40-000512054858-S3R3_BZDET?xid=SHlkZXJhYmFkIEhQIENvb2tpbmcgR2FzIEFnZW5jaWVz"
"Cooking Gas Agencies						","Cooking Gas Agencies-HP						,","Ajit Enterprises","Shop No 13-6-431/D/81/3-5, Mughal Ka Nala, Mehdipatnam, Hyderabad - 500028, Jeffriguda, Opp Pillar N...","+(91)-40-23515616","23515617","Mehdipatnam","Hyderabad","500028","","Monday -Sunday ","http://www.justdial.com/Hyderabad/Ajit-Enterprises-\&lt\;near\&gt\;-Jeffriguda--Opp-Pillar-No-90-Mehdipatnam/040P4650021_BZDET?xid=SHlkZXJhYmFkIEhQIENvb2tpbmcgR2FzIEFnZW5jaWVz"
"Cooking Gas Agencies						","Cooking Gas Agencies-HP						,","Samatha Shiva Shakti Enterprises","Door No 11-7-145/2, Andhra Bank Complex, Kothapet, Hyderabad - 500035, Beside Pvt Market","+(91)-40-24044322","24048864","Kothapet","Hyderabad","500035","","Monday -Sunday ","http://www.justdial.com/Hyderabad/Samatha-Shiva-Shakti-Enterprises-\&lt\;near\&gt\;-Beside-Pvt-Market-Kothapet/040P1226382531I4E3H5_BZDET?xid=SHlkZXJhYmFkIEhQIENvb2tpbmcgR2FzIEFnZW5jaWVz"
"Cooking Gas Agencies						","Cooking Gas Agencies-HP						,","Sri Sai Krishna Gas Agency","Shop No 1-72/3/2, Gachibowli, Hyderabad - 500032, Near HP Petrol Bunk, Below Happy Homes Women, Oppo...","+(91)-40-23002372","23002373","Gachibowli","Hyderabad","500032","1995","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sri-Sai-Krishna-Gas-Agency-\&lt\;near\&gt\;-Near-HP-Petrol-Bunk--Below-Happy-Homes-Women--Opposite-RTC-Lane-Gachibowli/040PXX40-XX40-111119185514-D6X9_BZDET?xid=SHlkZXJhYmFkIEhQIENvb2tpbmcgR2FzIEFnZW5jaWVz"
"DTH TV Broadcast Service Provide						","DTH TV Broadcast Service Providers-Tata Sky						,","DTH Shopee","House No 2/135, 4th Street, Safilguda-Malkajgiri, Hyderabad - 500047, Near Mini Tank Band","+(91)-40-33014920","","Safilguda-Malkajgiri","Hyderabad","500047","2009","Monday -Sunday ","http://www.justdial.com/Hyderabad/DTH-Shopee-\&lt\;near\&gt\;-Near-Mini-Tank-Band-Safilguda-Malkajgiri/040PXX40-XX40-130318175830-M1N6_BZDET?xid=SHlkZXJhYmFkIERUSCBUViBCcm9hZGNhc3QgU2VydmljZSBQcm92aWRlcnM="
"DTH TV 						","DTH TV Broadcast Service Providers						,","Bhavishya A to Z Services","Vijay Nagar Colony, Hyderabad - 500057, Near NMDC, Near Vani Girls High School","+(91)-40-33926990","","'dtpg');
											openDiv('hui')","","500057","2013","Monday -Sunday ","http://www.justdial.com/Hyderabad/Bhavishya-A-to-Z-Services-\&lt\;near\&gt\;-Near-NMDC--Near-Vani-Girls-High-School-Vijay-Nagar-Colony/040PXX40-XX40-150705135732-D3D3_BZDET?xid=SHlkZXJhYmFkIERUSCBUViBCcm9hZGNhc3QgU2VydmljZSBQcm92aWRlcnM="
"DTH TV Broadcast Service Providers-Airtel Digital 						","Broadband Internet Service Providers-Airtel						,","Prominence Corporate Pvt Ltd","14-13 Adnan Manzil Tarnaka Street No 1, Street No 1, Tarnaka, Hyderabad - 500007, Near Appolo Pharmacy","+(91)-40-33087417","","'dtpg');
											openDiv('hui')","","500007","","Monday -Sunday ","http://www.justdial.com/Hyderabad/Prominence-Corporate-Pvt-Ltd-\&lt\;near\&gt\;-Near-Appolo-Pharmacy-Tarnaka/040PXX40-XX40-160219200049-R6L1_BZDET?xid=SHlkZXJhYmFkIERUSCBUViBCcm9hZGNhc3QgU2VydmljZSBQcm92aWRlcnM="
"DTH TV Broadcast Service Providers-Airtel Digital 						","DTH TV Broadcast Service Providers-Tata Sky						,","Kusal Technologies","House No 8-3-219/15, Srinivasa Nagar West, Ameerpet, Hyderabad - 500016, Near Saradhi Studios","+(91)-40-33706203","","'dtpg');
											openDiv('hui')","","500016","2005","Monday -Sunday ","http://www.justdial.com/Hyderabad/Kusal-Technologies-\&lt\;near\&gt\;-Near-Saradhi-Studios-Ameerpet/040PXX40-XX40-151224185542-H4M3_BZDET?xid=SHlkZXJhYmFkIERUSCBUViBCcm9hZGNhc3QgU2VydmljZSBQcm92aWRlcnM="
"DTH TV 						","DTH TV Broadcast Service Providers						,","Sri Pridhvi Innovative Solutions","House No 7-73/1,Flat No 301,Sri Krupa Nilayan, Habsiguda, Hyderabad - 500007, Near Bharat Petroleum","+(91)-40-39516382","","Habsiguda","Hyderabad","500007","2013","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sri-Pridhvi-Innovative-Solutions-\&lt\;near\&gt\;-Near-Bharat-Petroleum-Habsiguda/040PXX40-XX40-140318140515-J3N9_BZDET?xid=SHlkZXJhYmFkIERUSCBUViBCcm9hZGNhc3QgU2VydmljZSBQcm92aWRlcnM="
"DTH TV Broadcast Service Provide						","DTH TV Broadcast Service Providers-Tata Sky						,","Kundan Electronics","Himayat Nagar","+(91)-40-33084316","","Himayat Nagar","Hyderabad","500029","2002","Monday -Sunday ","http://www.justdial.com/Hyderabad/Kundan-Electronics-\&lt\;near\&gt\;-Opposite-Cafe-Coffee-Day-Himayat-Nagar/040PXX40-XX40-110523174608-A6K9_BZDET?xid=SHlkZXJhYmFkIERUSCBUViBCcm9hZGNhc3QgU2VydmljZSBQcm92aWRlcnM="
"Internet Servic						","Internet Service Providers						,","K S Communications","Plot No 28, G 1, Bhagya Nagar Colony, Kukatpally, Hyderabad - 500072, Near South India Shopping Mall","+(91)-40-39518702","","Kukatpally","Hyderabad","500072","2005","Monday -Sunday ","http://www.justdial.com/Hyderabad/K-S-Communications-\&lt\;near\&gt\;-Near-South-India-Shopping-Mall-Kukatpally/040PXX40-XX40-140620110822-P2X5_BZDET?xid=SHlkZXJhYmFkIERUSCBUViBCcm9hZGNhc3QgU2VydmljZSBQcm92aWRlcnM="
"DTH TV 						","DTH TV Broadcast Service Providers						,","Suryavamshi Communications","Shop No C-11-14/443, L B Nagar, Hyderabad - 500074, Opposite Siri","+(91)-40-33082858","","L B Nagar","Hyderabad","500074","2007","Monday -Sunday ","http://www.justdial.com/Hyderabad/Suryavamshi-Communications-\&lt\;near\&gt\;-Opposite-Siri-L-B-Nagar/040PXX40-XX40-110214163252-C3K5_BZDET?xid=SHlkZXJhYmFkIERUSCBUViBCcm9hZGNhc3QgU2VydmljZSBQcm92aWRlcnM="
"Internet Servic						","Internet Service Providers						,","Saroj Communications","Door No 20-75/4, Flat No 101, Street No 28, Goutham Nagar, Malkajgiri, Hyderabad - 500047, Near Wate...","+(91)-40-33922290","","'dtpg');
											openDiv('hui')","","500047","2015","Monday -Sunday ","http://www.justdial.com/Hyderabad/Saroj-Communications-\&lt\;near\&gt\;-Near-Water-Tank-Malkajgiri/040PXX40-XX40-150112195218-J5Q5_BZDET?xid=SHlkZXJhYmFkIERUSCBUViBCcm9hZGNhc3QgU2VydmljZSBQcm92aWRlcnM="
"DTH TV 						","DTH TV Broadcast Service Providers						,","Sun Digital Services","House No 6-1-133/13/2, Brook Bond Colony, Padmarao Nagar, Hyderabad - 500025, Near Padma Rao Nagar Park","+(91)-40-33015725","","Padmarao Nagar","Hyderabad","500025","2008","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sun-Digital-Services-\&lt\;near\&gt\;-Near-Padma-Rao-Nagar-Park-Padmarao-Nagar/040PXX40-XX40-130426171121-W2I9_BZDET?xid=SHlkZXJhYmFkIERUSCBUViBCcm9hZGNhc3QgU2VydmljZSBQcm92aWRlcnM="
